site_abbreviation,Type,Record_date,common_name,genus,species,Minute_first_detected,Year,Month,Day,Site,Path,Filename
EIA,CTL,2015-06-22,Red-winged Blackbird,Agelaius,phoeniceus,5,2015,Jun,22,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150622_052400.flac,EIA-CTL_0+1_20150622_052400.flac
EIA,CTL,2015-06-22,Eastern Meadowlark,Sturnella,magna,5,2015,Jun,22,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150622_052400.flac,EIA-CTL_0+1_20150622_052400.flac
EIA,CTL,2015-06-22,Brown-headed Cowbird,Molothrus,ater,5,2015,Jun,22,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150622_052400.flac,EIA-CTL_0+1_20150622_052400.flac
EIA,CTL,2015-06-22,Ring-necked Pheasant,Phasianus,colchicus,6,2015,Jun,22,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150622_052400.flac,EIA-CTL_0+1_20150622_052400.flac
EIA,CTL,2015-06-22,Mourning Dove,Zenaida,macroura,13,2015,Jun,22,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150622_052400.flac,EIA-CTL_0+1_20150622_052400.flac
EIA,CTL,2015-06-22,American Robin,Turdus,migratorius,13,2015,Jun,22,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150622_052400.flac,EIA-CTL_0+1_20150622_052400.flac
EIA,CTL,2015-06-22,Dickcissel,Spiza,americana,40,2015,Jun,22,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150622_052400.flac,EIA-CTL_0+1_20150622_052400.flac
EIA,CTL,2015-06-22,Killdeer,Charadrius,vociferus,41,2015,Jun,22,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150622_052400.flac,EIA-CTL_0+1_20150622_052400.flac
EIA,CTL,2015-07-04,Eastern Meadowlark,Sturnella,magna,1,2015,Jul,4,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150704_052900.flac,EIA-CTL_0+1_20150704_052900.flac
EIA,CTL,2015-07-04,Mourning Dove,Zenaida,macroura,1,2015,Jul,4,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150704_052900.flac,EIA-CTL_0+1_20150704_052900.flac
EIA,CTL,2015-07-04,Northern Cardinal,Cardinalis,cardinalis,1,2015,Jul,4,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150704_052900.flac,EIA-CTL_0+1_20150704_052900.flac
EIA,CTL,2015-07-04,Killdeer,Charadrius,vociferus,1,2015,Jul,4,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150704_052900.flac,EIA-CTL_0+1_20150704_052900.flac
EIA,CTL,2015-07-04,Ring-necked Pheasant,Phasianus,colchicus,10,2015,Jul,4,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150704_052900.flac,EIA-CTL_0+1_20150704_052900.flac
EIA,CTL,2015-07-04,American Robin,Turdus,migratorius,10,2015,Jul,4,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150704_052900.flac,EIA-CTL_0+1_20150704_052900.flac
EIA,CTL,2015-07-04,Common Yellowthroat,Geothlypis,trichas,10,2015,Jul,4,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150704_052900.flac,EIA-CTL_0+1_20150704_052900.flac
EIA,CTL,2015-07-04,Red-winged Blackbird,Agelaius,phoeniceus,14,2015,Jul,4,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150704_052900.flac,EIA-CTL_0+1_20150704_052900.flac
EIA,CTL,2015-07-04,Brown-headed Cowbird,Molothrus,ater,22,2015,Jul,4,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150704_052900.flac,EIA-CTL_0+1_20150704_052900.flac
EIA,CTL,2015-07-04,Spotted Sandpiper,Actitis,macularius,30,2015,Jul,4,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150704_052900.flac,EIA-CTL_0+1_20150704_052900.flac
EIA,CTL,2015-07-04,Song Sparrow,Melospiza,melodia,33,2015,Jul,4,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150704_052900.flac,EIA-CTL_0+1_20150704_052900.flac
EIA,CTL,2015-07-13,Eastern Meadowlark,Sturnella,magna,5,2015,Jul,13,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150713_053500.flac,EIA-CTL_0+1_20150713_053500.flac
EIA,CTL,2015-07-13,American Robin,Turdus,migratorius,5,2015,Jul,13,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150713_053500.flac,EIA-CTL_0+1_20150713_053500.flac
EIA,CTL,2015-07-13,Red-winged Blackbird,Agelaius,phoeniceus,42,2015,Jul,13,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150713_053500.flac,EIA-CTL_0+1_20150713_053500.flac
EIA,CTL,2015-07-13,Brown-headed Cowbird,Molothrus,ater,51,2015,Jul,13,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150713_053500.flac,EIA-CTL_0+1_20150713_053500.flac
EIA,CTL,2016-05-05,Eastern Meadowlark,Sturnella,magna,5,2016,May,5,EIA,EIA\EIA_CTL_0326-05172016\EIA-CTL_0+1_20160505_045000.flac,EIA-CTL_0+1_20160505_045000.flac
EIA,CTL,2016-05-05,Red-winged Blackbird,Agelaius,phoeniceus,5,2016,May,5,EIA,EIA\EIA_CTL_0326-05172016\EIA-CTL_0+1_20160505_045000.flac,EIA-CTL_0+1_20160505_045000.flac
EIA,CTL,2016-05-05,American Robin,Turdus,migratorius,5,2016,May,5,EIA,EIA\EIA_CTL_0326-05172016\EIA-CTL_0+1_20160505_045000.flac,EIA-CTL_0+1_20160505_045000.flac
EIA,CTL,2016-05-05,Northern Cardinal,Cardinalis,cardinalis,5,2016,May,5,EIA,EIA\EIA_CTL_0326-05172016\EIA-CTL_0+1_20160505_045000.flac,EIA-CTL_0+1_20160505_045000.flac
EIA,CTL,2016-05-05,Brown-headed Cowbird,Molothrus,ater,13,2016,May,5,EIA,EIA\EIA_CTL_0326-05172016\EIA-CTL_0+1_20160505_045000.flac,EIA-CTL_0+1_20160505_045000.flac
EIA,CTL,2016-05-05,Killdeer,Charadrius,vociferus,20,2016,May,5,EIA,EIA\EIA_CTL_0326-05172016\EIA-CTL_0+1_20160505_045000.flac,EIA-CTL_0+1_20160505_045000.flac
EIA,CTL,2016-05-05,Savannah Sparrow,Passerculus,sandwichensis,50,2016,May,5,EIA,EIA\EIA_CTL_0326-05172016\EIA-CTL_0+1_20160505_045000.flac,EIA-CTL_0+1_20160505_045000.flac
EIA,CTL,2016-05-05,Upland Sandpiper,Bartramia,longicauda,50,2016,May,5,EIA,EIA\EIA_CTL_0326-05172016\EIA-CTL_0+1_20160505_045000.flac,EIA-CTL_0+1_20160505_045000.flac
EIA,CTL,2016-05-08,American Robin,Turdus,migratorius,5,2016,May,8,EIA,EIA\EIA_CTL_0326-05172016\EIA-CTL_0+1_20160508_044600.flac,EIA-CTL_0+1_20160508_044600.flac
EIA,CTL,2016-05-08,Red-winged Blackbird,Agelaius,phoeniceus,5,2016,May,8,EIA,EIA\EIA_CTL_0326-05172016\EIA-CTL_0+1_20160508_044600.flac,EIA-CTL_0+1_20160508_044600.flac
EIA,CTL,2016-05-08,Eastern Meadowlark,Sturnella,magna,5,2016,May,8,EIA,EIA\EIA_CTL_0326-05172016\EIA-CTL_0+1_20160508_044600.flac,EIA-CTL_0+1_20160508_044600.flac
EIA,CTL,2016-05-08,Brown-headed Cowbird,Molothrus,ater,18,2016,May,8,EIA,EIA\EIA_CTL_0326-05172016\EIA-CTL_0+1_20160508_044600.flac,EIA-CTL_0+1_20160508_044600.flac
EIA,CTL,2016-05-08,Song Sparrow,Melospiza,melodia,18,2016,May,8,EIA,EIA\EIA_CTL_0326-05172016\EIA-CTL_0+1_20160508_044600.flac,EIA-CTL_0+1_20160508_044600.flac
EIA,CTL,2016-05-08,Ring-necked Pheasant,Phasianus,colchicus,24,2016,May,8,EIA,EIA\EIA_CTL_0326-05172016\EIA-CTL_0+1_20160508_044600.flac,EIA-CTL_0+1_20160508_044600.flac
EIA,CTL,2016-05-08,Northern Cardinal,Cardinalis,cardinalis,27,2016,May,8,EIA,EIA\EIA_CTL_0326-05172016\EIA-CTL_0+1_20160508_044600.flac,EIA-CTL_0+1_20160508_044600.flac
EIA,CTL,2016-05-08,Killdeer,Charadrius,vociferus,54,2016,May,8,EIA,EIA\EIA_CTL_0326-05172016\EIA-CTL_0+1_20160508_044600.flac,EIA-CTL_0+1_20160508_044600.flac
EIA,CTL,2016-05-08,Unknown Bird,,,54,2016,May,8,EIA,EIA\EIA_CTL_0326-05172016\EIA-CTL_0+1_20160508_044600.flac,EIA-CTL_0+1_20160508_044600.flac
EIA,CTL,2016-05-17,Red-winged Blackbird,Agelaius,phoeniceus,5,2016,May,17,EIA,EIA\EIA_CTL_0326-05172016\EIA-CTL_0+1_20160517_043700.flac,EIA-CTL_0+1_20160517_043700.flac
EIA,CTL,2016-05-17,American Robin,Turdus,migratorius,5,2016,May,17,EIA,EIA\EIA_CTL_0326-05172016\EIA-CTL_0+1_20160517_043700.flac,EIA-CTL_0+1_20160517_043700.flac
EIA,CTL,2016-05-17,Savannah Sparrow,Passerculus,sandwichensis,5,2016,May,17,EIA,EIA\EIA_CTL_0326-05172016\EIA-CTL_0+1_20160517_043700.flac,EIA-CTL_0+1_20160517_043700.flac
EIA,CTL,2016-05-17,Eastern Meadowlark,Sturnella,magna,5,2016,May,17,EIA,EIA\EIA_CTL_0326-05172016\EIA-CTL_0+1_20160517_043700.flac,EIA-CTL_0+1_20160517_043700.flac
EIA,CTL,2016-05-17,American Goldfinch,Spinus,tristis,28,2016,May,17,EIA,EIA\EIA_CTL_0326-05172016\EIA-CTL_0+1_20160517_043700.flac,EIA-CTL_0+1_20160517_043700.flac
EIA,CTL,2016-05-17,Killdeer,Charadrius,vociferus,36,2016,May,17,EIA,EIA\EIA_CTL_0326-05172016\EIA-CTL_0+1_20160517_043700.flac,EIA-CTL_0+1_20160517_043700.flac
EIA,CTL,2016-05-17,Brown-headed Cowbird,Molothrus,ater,56,2016,May,17,EIA,EIA\EIA_CTL_0326-05172016\EIA-CTL_0+1_20160517_043700.flac,EIA-CTL_0+1_20160517_043700.flac
EIA,CTL,2016-05-17,Northern Cardinal,Cardinalis,cardinalis,12,2016,May,17,EIA,EIA\EIA_CTL_0326-05172016\EIA-CTL_0+1_20160517_043700.flac,EIA-CTL_0+1_20160517_043700.flac
EIA,CTL,2015-05-27,Killdeer,Charadrius,vociferus,5,2015,May,27,EIA,EIA\EIA_CTL_0527-10312015\EIA-CTL_0+1_20150527_052906.flac,EIA-CTL_0+1_20150527_052906.flac
EIA,CTL,2015-05-27,American Robin,Turdus,migratorius,5,2015,May,27,EIA,EIA\EIA_CTL_0527-10312015\EIA-CTL_0+1_20150527_052906.flac,EIA-CTL_0+1_20150527_052906.flac
EIA,CTL,2015-05-27,Eastern Meadowlark,Sturnella,magna,5,2015,May,27,EIA,EIA\EIA_CTL_0527-10312015\EIA-CTL_0+1_20150527_052906.flac,EIA-CTL_0+1_20150527_052906.flac
EIA,CTL,2015-05-27,Red-winged Blackbird,Agelaius,phoeniceus,5,2015,May,27,EIA,EIA\EIA_CTL_0527-10312015\EIA-CTL_0+1_20150527_052906.flac,EIA-CTL_0+1_20150527_052906.flac
EIA,CTL,2015-05-27,Brown-headed Cowbird,Molothrus,ater,5,2015,May,27,EIA,EIA\EIA_CTL_0527-10312015\EIA-CTL_0+1_20150527_052906.flac,EIA-CTL_0+1_20150527_052906.flac
EIA,CTL,2015-05-27,Mallard,Anas,platyrhynchos,11,2015,May,27,EIA,EIA\EIA_CTL_0527-10312015\EIA-CTL_0+1_20150527_052906.flac,EIA-CTL_0+1_20150527_052906.flac
EIA,CTL,2015-05-27,Horned Lark,Eremophila,alpestris,19,2015,May,27,EIA,EIA\EIA_CTL_0527-10312015\EIA-CTL_0+1_20150527_052906.flac,EIA-CTL_0+1_20150527_052906.flac
EIA,CTL,2015-05-27,Common Nighthawk,Chordeiles,minor,19,2015,May,27,EIA,EIA\EIA_CTL_0527-10312015\EIA-CTL_0+1_20150527_052906.flac,EIA-CTL_0+1_20150527_052906.flac
EIA,CTL,2015-06-02,Eastern Meadowlark,Sturnella,magna,5,2015,Jun,2,EIA,EIA\EIA_CTL_0531-06092015\EIA-CTL_0+1_20150602_052600.flac,EIA-CTL_0+1_20150602_052600.flac
EIA,CTL,2015-06-02,Brown-headed Cowbird,Molothrus,ater,5,2015,Jun,2,EIA,EIA\EIA_CTL_0531-06092015\EIA-CTL_0+1_20150602_052600.flac,EIA-CTL_0+1_20150602_052600.flac
EIA,CTL,2015-06-02,Common Nighthawk,Chordeiles,minor,5,2015,Jun,2,EIA,EIA\EIA_CTL_0531-06092015\EIA-CTL_0+1_20150602_052600.flac,EIA-CTL_0+1_20150602_052600.flac
EIA,CTL,2015-06-02,American Robin,Turdus,migratorius,5,2015,Jun,2,EIA,EIA\EIA_CTL_0531-06092015\EIA-CTL_0+1_20150602_052600.flac,EIA-CTL_0+1_20150602_052600.flac
EIA,CTL,2015-06-02,Red-winged Blackbird,Agelaius,phoeniceus,5,2015,Jun,2,EIA,EIA\EIA_CTL_0531-06092015\EIA-CTL_0+1_20150602_052600.flac,EIA-CTL_0+1_20150602_052600.flac
EIA,CTL,2015-06-02,Horned Lark,Eremophila,alpestris,19,2015,Jun,2,EIA,EIA\EIA_CTL_0531-06092015\EIA-CTL_0+1_20150602_052600.flac,EIA-CTL_0+1_20150602_052600.flac
EIA,CTL,2015-06-02,Killdeer,Charadrius,vociferus,21,2015,Jun,2,EIA,EIA\EIA_CTL_0531-06092015\EIA-CTL_0+1_20150602_052600.flac,EIA-CTL_0+1_20150602_052600.flac
EIA,CTL,2015-06-02,Ring-necked Pheasant,Phasianus,colchicus,54,2015,Jun,2,EIA,EIA\EIA_CTL_0531-06092015\EIA-CTL_0+1_20150602_052600.flac,EIA-CTL_0+1_20150602_052600.flac
EIA,CTL,2015-06-09,Brown-headed Cowbird,Molothrus,ater,1,2015,Jun,9,EIA,EIA\EIA_CTL_0531-06092015\EIA-CTL_0+1_20150609_052400.flac,EIA-CTL_0+1_20150609_052400.flac
EIA,CTL,2015-06-09,Killdeer,Charadrius,vociferus,1,2015,Jun,9,EIA,EIA\EIA_CTL_0531-06092015\EIA-CTL_0+1_20150609_052400.flac,EIA-CTL_0+1_20150609_052400.flac
EIA,CTL,2015-06-09,Ring-necked Pheasant,Phasianus,colchicus,1,2015,Jun,9,EIA,EIA\EIA_CTL_0531-06092015\EIA-CTL_0+1_20150609_052400.flac,EIA-CTL_0+1_20150609_052400.flac
EIA,CTL,2015-06-09,Red-winged Blackbird,Agelaius,phoeniceus,1,2015,Jun,9,EIA,EIA\EIA_CTL_0531-06092015\EIA-CTL_0+1_20150609_052400.flac,EIA-CTL_0+1_20150609_052400.flac
EIA,CTL,2015-06-09,Song Sparrow,Melospiza,melodia,1,2015,Jun,9,EIA,EIA\EIA_CTL_0531-06092015\EIA-CTL_0+1_20150609_052400.flac,EIA-CTL_0+1_20150609_052400.flac
EIA,CTL,2015-06-09,American Robin,Turdus,migratorius,1,2015,Jun,9,EIA,EIA\EIA_CTL_0531-06092015\EIA-CTL_0+1_20150609_052400.flac,EIA-CTL_0+1_20150609_052400.flac
EIA,CTL,2015-06-09,Eastern Meadowlark,Sturnella,magna,1,2015,Jun,9,EIA,EIA\EIA_CTL_0531-06092015\EIA-CTL_0+1_20150609_052400.flac,EIA-CTL_0+1_20150609_052400.flac
EIA,CTL,2015-06-09,American Goldfinch,Spinus,tristis,1,2015,Jun,9,EIA,EIA\EIA_CTL_0531-06092015\EIA-CTL_0+1_20150609_052400.flac,EIA-CTL_0+1_20150609_052400.flac
EIA,CTL,2015-06-09,Mourning Dove,Zenaida,macroura,9,2015,Jun,9,EIA,EIA\EIA_CTL_0531-06092015\EIA-CTL_0+1_20150609_052400.flac,EIA-CTL_0+1_20150609_052400.flac
EIA,CTL,2015-06-09,Horned Lark,Eremophila,alpestris,19,2015,Jun,9,EIA,EIA\EIA_CTL_0531-06092015\EIA-CTL_0+1_20150609_052400.flac,EIA-CTL_0+1_20150609_052400.flac
EIA,CTL,2015-06-09,Common Nighthawk,Chordeiles,minor,37,2015,Jun,9,EIA,EIA\EIA_CTL_0531-06092015\EIA-CTL_0+1_20150609_052400.flac,EIA-CTL_0+1_20150609_052400.flac
EIA,CTL,2015-06-09,Northern Cardinal,Cardinalis,cardinalis,46,2015,Jun,9,EIA,EIA\EIA_CTL_0531-06092015\EIA-CTL_0+1_20150609_052400.flac,EIA-CTL_0+1_20150609_052400.flac
EIA,CTL,2015-06-09,Red-headed Woodpecker,Melanerpes,erythrocephalus,55,2015,Jun,9,EIA,EIA\EIA_CTL_0531-06092015\EIA-CTL_0+1_20150609_052400.flac,EIA-CTL_0+1_20150609_052400.flac
EIA,CTL,2015-06-18,Eastern Meadowlark,Sturnella,magna,1,2015,Jun,18,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150618_052300.flac,EIA-CTL_0+1_20150618_052300.flac
EIA,CTL,2015-06-18,Sedge Wren,Cistothorus,platensis,1,2015,Jun,18,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150618_052300.flac,EIA-CTL_0+1_20150618_052300.flac
EIA,CTL,2015-06-18,American Robin,Turdus,migratorius,1,2015,Jun,18,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150618_052300.flac,EIA-CTL_0+1_20150618_052300.flac
EIA,CTL,2015-06-18,Common Nighthawk,Chordeiles,minor,1,2015,Jun,18,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150618_052300.flac,EIA-CTL_0+1_20150618_052300.flac
EIA,CTL,2015-06-18,Red-winged Blackbird,Agelaius,phoeniceus,1,2015,Jun,18,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150618_052300.flac,EIA-CTL_0+1_20150618_052300.flac
EIA,CTL,2015-06-18,Killdeer,Charadrius,vociferus,1,2015,Jun,18,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150618_052300.flac,EIA-CTL_0+1_20150618_052300.flac
EIA,CTL,2015-06-18,Ring-necked Pheasant,Phasianus,colchicus,23,2015,Jun,18,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150618_052300.flac,EIA-CTL_0+1_20150618_052300.flac
EIA,CTL,2015-06-18,Brown-headed Cowbird,Molothrus,ater,29,2015,Jun,18,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150618_052300.flac,EIA-CTL_0+1_20150618_052300.flac
EIA,CTL,2015-06-18,Common Yellowthroat,Geothlypis,trichas,38,2015,Jun,18,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150618_052300.flac,EIA-CTL_0+1_20150618_052300.flac
EIA,CTL,2015-06-18,Song Sparrow,Melospiza,melodia,51,2015,Jun,18,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150618_052300.flac,EIA-CTL_0+1_20150618_052300.flac
EIA,CTL,2015-06-27,Common Nighthawk,Chordeiles,minor,4,2015,Jun,27,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150627_052600.flac,EIA-CTL_0+1_20150627_052600.flac
EIA,CTL,2015-06-27,Mourning Dove,Zenaida,macroura,4,2015,Jun,27,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150627_052600.flac,EIA-CTL_0+1_20150627_052600.flac
EIA,CTL,2015-06-27,American Robin,Turdus,migratorius,4,2015,Jun,27,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150627_052600.flac,EIA-CTL_0+1_20150627_052600.flac
EIA,CTL,2015-06-27,Horned Lark,Eremophila,alpestris,4,2015,Jun,27,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150627_052600.flac,EIA-CTL_0+1_20150627_052600.flac
EIA,CTL,2015-06-27,Eastern Meadowlark,Sturnella,magna,4,2015,Jun,27,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150627_052600.flac,EIA-CTL_0+1_20150627_052600.flac
EIA,CTL,2015-06-27,Killdeer,Charadrius,vociferus,4,2015,Jun,27,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150627_052600.flac,EIA-CTL_0+1_20150627_052600.flac
EIA,CTL,2015-06-27,Northern Cardinal,Cardinalis,cardinalis,4,2015,Jun,27,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150627_052600.flac,EIA-CTL_0+1_20150627_052600.flac
EIA,CTL,2015-06-27,Red-winged Blackbird,Agelaius,phoeniceus,9,2015,Jun,27,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150627_052600.flac,EIA-CTL_0+1_20150627_052600.flac
EIA,CTL,2015-06-27,Song Sparrow,Melospiza,melodia,9,2015,Jun,27,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150627_052600.flac,EIA-CTL_0+1_20150627_052600.flac
EIA,CTL,2015-06-27,Sedge Wren,Cistothorus,platensis,24,2015,Jun,27,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150627_052600.flac,EIA-CTL_0+1_20150627_052600.flac
EIA,CTL,2015-06-27,Vesper Sparrow,Pooecetes,gramineus,44,2015,Jun,27,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150627_052600.flac,EIA-CTL_0+1_20150627_052600.flac
EIA,CTL,2015-06-27,Brown-headed Cowbird,Molothrus,ater,55,2015,Jun,27,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150627_052600.flac,EIA-CTL_0+1_20150627_052600.flac
EIA,CTL,2015-07-03,Red-winged Blackbird,Agelaius,phoeniceus,2,2015,Jul,3,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150703_052900.flac,EIA-CTL_0+1_20150703_052900.flac
EIA,CTL,2015-07-03,Killdeer,Charadrius,vociferus,2,2015,Jul,3,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150703_052900.flac,EIA-CTL_0+1_20150703_052900.flac
EIA,CTL,2015-07-03,American Robin,Turdus,migratorius,2,2015,Jul,3,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150703_052900.flac,EIA-CTL_0+1_20150703_052900.flac
EIA,CTL,2015-07-03,Eastern Meadowlark,Sturnella,magna,7,2015,Jul,3,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150703_052900.flac,EIA-CTL_0+1_20150703_052900.flac
EIA,CTL,2015-07-03,Common Nighthawk,Chordeiles,minor,7,2015,Jul,3,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150703_052900.flac,EIA-CTL_0+1_20150703_052900.flac
EIA,CTL,2015-07-03,Northern Cardinal,Cardinalis,cardinalis,15,2015,Jul,3,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150703_052900.flac,EIA-CTL_0+1_20150703_052900.flac
EIA,CTL,2015-07-03,Mourning Dove,Zenaida,macroura,15,2015,Jul,3,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150703_052900.flac,EIA-CTL_0+1_20150703_052900.flac
EIA,CTL,2015-07-03,Brown-headed Cowbird,Molothrus,ater,21,2015,Jul,3,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150703_052900.flac,EIA-CTL_0+1_20150703_052900.flac
EIA,CTL,2015-07-03,Dickcissel,Spiza,americana,21,2015,Jul,3,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150703_052900.flac,EIA-CTL_0+1_20150703_052900.flac
EIA,CTL,2015-07-12,Eastern Meadowlark,Sturnella,magna,1,2015,Jul,12,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150712_053500.flac,EIA-CTL_0+1_20150712_053500.flac
EIA,CTL,2015-07-12,Red-winged Blackbird,Agelaius,phoeniceus,1,2015,Jul,12,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150712_053500.flac,EIA-CTL_0+1_20150712_053500.flac
EIA,CTL,2015-07-12,Dickcissel,Spiza,americana,1,2015,Jul,12,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150712_053500.flac,EIA-CTL_0+1_20150712_053500.flac
EIA,CTL,2015-07-12,Song Sparrow,Melospiza,melodia,9,2015,Jul,12,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150712_053500.flac,EIA-CTL_0+1_20150712_053500.flac
EIA,CTL,2015-07-12,American Robin,Turdus,migratorius,31,2015,Jul,12,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150712_053500.flac,EIA-CTL_0+1_20150712_053500.flac
EIA,CTL,2015-07-12,Common Nighthawk,Chordeiles,minor,49,2015,Jul,12,EIA,EIA\EIA_CTL_0523-09042015\EIA-CTL_0+1_20150712_053500.flac,EIA-CTL_0+1_20150712_053500.flac
EIA,CTL,2016-05-18,Eastern Meadowlark,Sturnella,magna,3,2016,May,18,EIA,EIA\EIA_CTL_0518-06142016\EIA-CTL_0+1_20160518_043600.flac,EIA-CTL_0+1_20160518_043600.flac
EIA,CTL,2016-05-18,Red-winged Blackbird,Agelaius,phoeniceus,3,2016,May,18,EIA,EIA\EIA_CTL_0518-06142016\EIA-CTL_0+1_20160518_043600.flac,EIA-CTL_0+1_20160518_043600.flac
EIA,CTL,2016-05-18,American Robin,Turdus,migratorius,3,2016,May,18,EIA,EIA\EIA_CTL_0518-06142016\EIA-CTL_0+1_20160518_043600.flac,EIA-CTL_0+1_20160518_043600.flac
EIA,CTL,2016-05-18,Killdeer,Charadrius,vociferus,6,2016,May,18,EIA,EIA\EIA_CTL_0518-06142016\EIA-CTL_0+1_20160518_043600.flac,EIA-CTL_0+1_20160518_043600.flac
EIA,CTL,2016-05-18,Bobolink,Dolichonyx,oryzivorus,6,2016,May,18,EIA,EIA\EIA_CTL_0518-06142016\EIA-CTL_0+1_20160518_043600.flac,EIA-CTL_0+1_20160518_043600.flac
EIA,CTL,2016-05-18,Mallard,Anas,platyrhynchos,28,2016,May,18,EIA,EIA\EIA_CTL_0518-06142016\EIA-CTL_0+1_20160518_043600.flac,EIA-CTL_0+1_20160518_043600.flac
EIA,CTL,2016-05-18,Brown-headed Cowbird,Molothrus,ater,31,2016,May,18,EIA,EIA\EIA_CTL_0518-06142016\EIA-CTL_0+1_20160518_043600.flac,EIA-CTL_0+1_20160518_043600.flac
EIA,CTL,2016-05-18,Dickcissel,Spiza,americana,52,2016,May,18,EIA,EIA\EIA_CTL_0518-06142016\EIA-CTL_0+1_20160518_043600.flac,EIA-CTL_0+1_20160518_043600.flac
EIA,CTL,2016-05-27,Northern Cardinal,Cardinalis,cardinalis,2,2016,May,27,EIA,EIA\EIA_CTL_0518-06142016\EIA-CTL_0+1_20160527_042900.flac,EIA-CTL_0+1_20160527_042900.flac
EIA,CTL,2016-05-27,Eastern Meadowlark,Sturnella,magna,2,2016,May,27,EIA,EIA\EIA_CTL_0518-06142016\EIA-CTL_0+1_20160527_042900.flac,EIA-CTL_0+1_20160527_042900.flac
