site_abbreviation,Type,Record_date,common_name,genus,species,Minute_first_detected,Year,Month,Day,Site,Path,Filename
ARM,TER,2015-05-08,Horned Lark,Eremophila,alpestris,5,2015,May,8,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150508_044700.flac,STRIPS2_0+1_20150508_044700.flac
ARM,TER,2015-05-08,Unknown Bird,,,5,2015,May,8,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150508_044700.flac,STRIPS2_0+1_20150508_044700.flac
ARM,TER,2015-05-08,Unknown Bird,,,15,2015,May,8,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150508_044700.flac,STRIPS2_0+1_20150508_044700.flac
ARM,TER,2015-05-08,Killdeer,Charadrius,vociferus,35,2015,May,8,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150508_044700.flac,STRIPS2_0+1_20150508_044700.flac
ARM,TER,2015-05-16,Ring-necked Pheasant,Phasianus,colchicus,17,2015,May,16,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150516_043800.flac,STRIPS2_0+1_20150516_043800.flac
ARM,TER,2015-05-16,Sora,Porzana,carolina,36,2015,May,16,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150516_043800.flac,STRIPS2_0+1_20150516_043800.flac
ARM,TER,2015-05-23,Western Meadowlark,Sturnella,neglecta,5,2015,May,23,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150523_053200.flac,STRIPS2_0+1_20150523_053200.flac
ARM,TER,2015-05-23,Ring-necked Pheasant,Phasianus,colchicus,5,2015,May,23,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150523_053200.flac,STRIPS2_0+1_20150523_053200.flac
ARM,TER,2015-05-23,Mourning Dove,Zenaida,macroura,5,2015,May,23,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150523_053200.flac,STRIPS2_0+1_20150523_053200.flac
ARM,TER,2015-05-23,American Robin,Turdus,migratorius,5,2015,May,23,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150523_053200.flac,STRIPS2_0+1_20150523_053200.flac
ARM,TER,2015-05-23,Red-winged Blackbird,Agelaius,phoeniceus,5,2015,May,23,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150523_053200.flac,STRIPS2_0+1_20150523_053200.flac
ARM,TER,2015-05-23,Dickcissel,Spiza,americana,5,2015,May,23,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150523_053200.flac,STRIPS2_0+1_20150523_053200.flac
ARM,TER,2015-05-23,Common Yellowthroat,Geothlypis,trichas,18,2015,May,23,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150523_053200.flac,STRIPS2_0+1_20150523_053200.flac
ARM,TER,2015-05-23,Northern Cardinal,Cardinalis,cardinalis,28,2015,May,23,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150523_053200.flac,STRIPS2_0+1_20150523_053200.flac
ARM,TER,2015-05-23,Killdeer,Charadrius,vociferus,33,2015,May,23,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150523_053200.flac,STRIPS2_0+1_20150523_053200.flac
ARM,TER,2015-05-23,American Crow,Corvus,brachyrhynchos,48,2015,May,23,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150523_053200.flac,STRIPS2_0+1_20150523_053200.flac
ARM,TER,2015-05-23,Brown-headed Cowbird,Molothrus,ater,55,2015,May,23,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150523_053200.flac,STRIPS2_0+1_20150523_053200.flac
ARM,TER,2015-06-06,American Robin,Turdus,migratorius,1,2015,Jun,6,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150606_052500.flac,STRIPS2_0+1_20150606_052500.flac
ARM,TER,2015-06-06,Dickcissel,Spiza,americana,1,2015,Jun,6,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150606_052500.flac,STRIPS2_0+1_20150606_052500.flac
ARM,TER,2015-06-06,Common Yellowthroat,Geothlypis,trichas,1,2015,Jun,6,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150606_052500.flac,STRIPS2_0+1_20150606_052500.flac
ARM,TER,2015-06-06,Red-winged Blackbird,Agelaius,phoeniceus,1,2015,Jun,6,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150606_052500.flac,STRIPS2_0+1_20150606_052500.flac
ARM,TER,2015-06-06,Western Meadowlark,Sturnella,neglecta,1,2015,Jun,6,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150606_052500.flac,STRIPS2_0+1_20150606_052500.flac
ARM,TER,2015-06-06,Mourning Dove,Zenaida,macroura,1,2015,Jun,6,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150606_052500.flac,STRIPS2_0+1_20150606_052500.flac
ARM,TER,2015-06-06,Brown-headed Cowbird,Molothrus,ater,9,2015,Jun,6,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150606_052500.flac,STRIPS2_0+1_20150606_052500.flac
ARM,TER,2015-06-06,Ring-necked Pheasant,Phasianus,colchicus,9,2015,Jun,6,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150606_052500.flac,STRIPS2_0+1_20150606_052500.flac
ARM,TER,2015-06-06,Northern Bobwhite,Colinus,virginianus,26,2015,Jun,6,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150606_052500.flac,STRIPS2_0+1_20150606_052500.flac
ARM,TER,2015-06-06,Killdeer,Charadrius,vociferus,26,2015,Jun,6,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150606_052500.flac,STRIPS2_0+1_20150606_052500.flac
ARM,TER,2015-06-09,American Robin,Turdus,migratorius,3,2015,Jun,9,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150609_052400.flac,STRIPS2_0+1_20150609_052400.flac
ARM,TER,2015-06-09,Western Meadowlark,Sturnella,neglecta,3,2015,Jun,9,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150609_052400.flac,STRIPS2_0+1_20150609_052400.flac
ARM,TER,2015-06-09,Vesper Sparrow,Pooecetes,gramineus,3,2015,Jun,9,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150609_052400.flac,STRIPS2_0+1_20150609_052400.flac
ARM,TER,2015-06-09,Ring-necked Pheasant,Phasianus,colchicus,3,2015,Jun,9,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150609_052400.flac,STRIPS2_0+1_20150609_052400.flac
ARM,TER,2015-06-09,Dickcissel,Spiza,americana,3,2015,Jun,9,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150609_052400.flac,STRIPS2_0+1_20150609_052400.flac
ARM,TER,2015-06-09,Red-winged Blackbird,Agelaius,phoeniceus,3,2015,Jun,9,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150609_052400.flac,STRIPS2_0+1_20150609_052400.flac
ARM,TER,2015-06-09,Northern Cardinal,Cardinalis,cardinalis,3,2015,Jun,9,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150609_052400.flac,STRIPS2_0+1_20150609_052400.flac
ARM,TER,2015-06-09,Mourning Dove,Zenaida,macroura,3,2015,Jun,9,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150609_052400.flac,STRIPS2_0+1_20150609_052400.flac
ARM,TER,2015-06-09,Killdeer,Charadrius,vociferus,11,2015,Jun,9,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150609_052400.flac,STRIPS2_0+1_20150609_052400.flac
ARM,TER,2015-06-09,Common Yellowthroat,Geothlypis,trichas,34,2015,Jun,9,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150609_052400.flac,STRIPS2_0+1_20150609_052400.flac
ARM,TER,2015-06-09,Song Sparrow,Melospiza,melodia,36,2015,Jun,9,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150609_052400.flac,STRIPS2_0+1_20150609_052400.flac
ARM,TER,2015-06-19,Dickcissel,Spiza,americana,3,2015,Jun,19,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150619_052400.flac,STRIPS2_0+1_20150619_052400.flac
ARM,TER,2015-06-19,Western Meadowlark,Sturnella,neglecta,3,2015,Jun,19,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150619_052400.flac,STRIPS2_0+1_20150619_052400.flac
ARM,TER,2015-06-19,Chipping Sparrow,Spizella,passerina,3,2015,Jun,19,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150619_052400.flac,STRIPS2_0+1_20150619_052400.flac
ARM,TER,2015-06-19,Western Meadowlark,Sturnella,neglecta,3,2015,Jun,19,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150619_052400.flac,STRIPS2_0+1_20150619_052400.flac
ARM,TER,2015-06-19,American Robin,Turdus,migratorius,3,2015,Jun,19,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150619_052400.flac,STRIPS2_0+1_20150619_052400.flac
ARM,TER,2015-06-19,Brown Thrasher,Toxostoma,rufum,3,2015,Jun,19,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150619_052400.flac,STRIPS2_0+1_20150619_052400.flac
ARM,TER,2015-06-19,Northern Cardinal,Cardinalis,cardinalis,9,2015,Jun,19,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150619_052400.flac,STRIPS2_0+1_20150619_052400.flac
ARM,TER,2015-06-19,Mourning Dove,Zenaida,macroura,9,2015,Jun,19,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150619_052400.flac,STRIPS2_0+1_20150619_052400.flac
ARM,TER,2015-06-19,Ring-necked Pheasant,Phasianus,colchicus,12,2015,Jun,19,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150619_052400.flac,STRIPS2_0+1_20150619_052400.flac
ARM,TER,2015-06-19,Killdeer,Charadrius,vociferus,17,2015,Jun,19,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150619_052400.flac,STRIPS2_0+1_20150619_052400.flac
ARM,TER,2015-06-19,Common Yellowthroat,Geothlypis,trichas,22,2015,Jun,19,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150619_052400.flac,STRIPS2_0+1_20150619_052400.flac
ARM,TER,2015-06-19,Horned Lark,Eremophila,alpestris,58,2015,Jun,19,ARM,ARM\ARM_TER_0403-09042015\STRIPS2_0+1_20150619_052400.flac,STRIPS2_0+1_20150619_052400.flac
ARM,TER,2015-06-23,Western Meadowlark,Sturnella,neglecta,5,2015,Jun,23,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150623_052400.flac,STRIPS2_0+1_20150623_052400.flac
ARM,TER,2015-06-23,Sedge Wren,Cistothorus,platensis,5,2015,Jun,23,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150623_052400.flac,STRIPS2_0+1_20150623_052400.flac
ARM,TER,2015-06-23,Ring-necked Pheasant,Phasianus,colchicus,5,2015,Jun,23,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150623_052400.flac,STRIPS2_0+1_20150623_052400.flac
ARM,TER,2015-06-23,Dickcissel,Spiza,americana,5,2015,Jun,23,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150623_052400.flac,STRIPS2_0+1_20150623_052400.flac
ARM,TER,2015-06-23,Mourning Dove,Zenaida,macroura,5,2015,Jun,23,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150623_052400.flac,STRIPS2_0+1_20150623_052400.flac
ARM,TER,2015-06-23,American Robin,Turdus,migratorius,5,2015,Jun,23,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150623_052400.flac,STRIPS2_0+1_20150623_052400.flac
ARM,TER,2015-06-23,Killdeer,Charadrius,vociferus,6,2015,Jun,23,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150623_052400.flac,STRIPS2_0+1_20150623_052400.flac
ARM,TER,2015-06-23,Northern Cardinal,Cardinalis,cardinalis,6,2015,Jun,23,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150623_052400.flac,STRIPS2_0+1_20150623_052400.flac
ARM,TER,2015-06-23,Common Yellowthroat,Geothlypis,trichas,13,2015,Jun,23,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150623_052400.flac,STRIPS2_0+1_20150623_052400.flac
ARM,TER,2015-06-23,Brown-headed Cowbird,Molothrus,ater,13,2015,Jun,23,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150623_052400.flac,STRIPS2_0+1_20150623_052400.flac
ARM,TER,2015-06-23,Red-winged Blackbird,Agelaius,phoeniceus,28,2015,Jun,23,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150623_052400.flac,STRIPS2_0+1_20150623_052400.flac
ARM,TER,2015-07-03,Dickcissel,Spiza,americana,1,2015,Jul,3,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150703_052900.flac,STRIPS2_0+1_20150703_052900.flac
ARM,TER,2015-07-03,American Robin,Turdus,migratorius,1,2015,Jul,3,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150703_052900.flac,STRIPS2_0+1_20150703_052900.flac
ARM,TER,2015-07-03,Western Meadowlark,Sturnella,neglecta,1,2015,Jul,3,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150703_052900.flac,STRIPS2_0+1_20150703_052900.flac
ARM,TER,2015-07-03,Ring-necked Pheasant,Phasianus,colchicus,1,2015,Jul,3,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150703_052900.flac,STRIPS2_0+1_20150703_052900.flac
ARM,TER,2015-07-03,Mourning Dove,Zenaida,macroura,1,2015,Jul,3,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150703_052900.flac,STRIPS2_0+1_20150703_052900.flac
ARM,TER,2015-07-03,Northern Cardinal,Cardinalis,cardinalis,1,2015,Jul,3,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150703_052900.flac,STRIPS2_0+1_20150703_052900.flac
ARM,TER,2015-07-03,Brown Thrasher,Toxostoma,rufum,10,2015,Jul,3,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150703_052900.flac,STRIPS2_0+1_20150703_052900.flac
ARM,TER,2015-07-03,Red-winged Blackbird,Agelaius,phoeniceus,10,2015,Jul,3,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150703_052900.flac,STRIPS2_0+1_20150703_052900.flac
ARM,TER,2015-07-03,Killdeer,Charadrius,vociferus,10,2015,Jul,3,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150703_052900.flac,STRIPS2_0+1_20150703_052900.flac
ARM,TER,2015-07-03,Northern Bobwhite,Colinus,virginianus,10,2015,Jul,3,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150703_052900.flac,STRIPS2_0+1_20150703_052900.flac
ARM,TER,2015-07-03,Common Yellowthroat,Geothlypis,trichas,17,2015,Jul,3,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150703_052900.flac,STRIPS2_0+1_20150703_052900.flac
ARM,TER,2015-07-03,Sedge Wren,Cistothorus,platensis,17,2015,Jul,3,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150703_052900.flac,STRIPS2_0+1_20150703_052900.flac
ARM,TER,2015-07-03,Grasshopper Sparrow,Ammodramus,savannarum,52,2015,Jul,3,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150703_052900.flac,STRIPS2_0+1_20150703_052900.flac
ARM,TER,2015-07-13,American Robin,Turdus,migratorius,5,2015,Jul,13,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150713_053500.flac,STRIPS2_0+1_20150713_053500.flac
ARM,TER,2015-07-13,Western Meadowlark,Sturnella,neglecta,5,2015,Jul,13,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150713_053500.flac,STRIPS2_0+1_20150713_053500.flac
ARM,TER,2015-07-13,Dickcissel,Spiza,americana,5,2015,Jul,13,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150713_053500.flac,STRIPS2_0+1_20150713_053500.flac
ARM,TER,2015-07-13,Red-winged Blackbird,Agelaius,phoeniceus,5,2015,Jul,13,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150713_053500.flac,STRIPS2_0+1_20150713_053500.flac
ARM,TER,2015-07-13,Ring-necked Pheasant,Phasianus,colchicus,8,2015,Jul,13,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150713_053500.flac,STRIPS2_0+1_20150713_053500.flac
ARM,TER,2015-07-13,Horned Lark,Eremophila,alpestris,8,2015,Jul,13,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150713_053500.flac,STRIPS2_0+1_20150713_053500.flac
ARM,TER,2015-07-13,Common Yellowthroat,Geothlypis,trichas,19,2015,Jul,13,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150713_053500.flac,STRIPS2_0+1_20150713_053500.flac
ARM,TER,2015-07-13,Brown-headed Cowbird,Molothrus,ater,42,2015,Jul,13,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150713_053500.flac,STRIPS2_0+1_20150713_053500.flac
ARM,TER,2015-07-13,Grasshopper Sparrow,Ammodramus,savannarum,50,2015,Jul,13,ARM,ARM\ARM_TER_0413-09152015\STRIPS2_0+1_20150713_053500.flac,STRIPS2_0+1_20150713_053500.flac
ARM,TER,2016-05-05,Ring-necked Pheasant,Phasianus,colchicus,2,2016,May,5,ARM,ARM\ARM_TER_0301-05182016\STRIPS2_0+1_20160505_055000.flac,STRIPS2_0+1_20160505_055000.flac
ARM,TER,2016-05-05,Western Meadowlark,Sturnella,neglecta,2,2016,May,5,ARM,ARM\ARM_TER_0301-05182016\STRIPS2_0+1_20160505_055000.flac,STRIPS2_0+1_20160505_055000.flac
ARM,TER,2016-05-05,American Robin,Turdus,migratorius,2,2016,May,5,ARM,ARM\ARM_TER_0301-05182016\STRIPS2_0+1_20160505_055000.flac,STRIPS2_0+1_20160505_055000.flac
ARM,TER,2016-05-05,Horned Lark,Eremophila,alpestris,7,2016,May,5,ARM,ARM\ARM_TER_0301-05182016\STRIPS2_0+1_20160505_055000.flac,STRIPS2_0+1_20160505_055000.flac
ARM,TER,2016-05-05,Mourning Dove,Zenaida,macroura,7,2016,May,5,ARM,ARM\ARM_TER_0301-05182016\STRIPS2_0+1_20160505_055000.flac,STRIPS2_0+1_20160505_055000.flac
ARM,TER,2016-05-05,Red-winged Blackbird,Agelaius,phoeniceus,7,2016,May,5,ARM,ARM\ARM_TER_0301-05182016\STRIPS2_0+1_20160505_055000.flac,STRIPS2_0+1_20160505_055000.flac
ARM,TER,2016-05-05,Brown Thrasher,Toxostoma,rufum,11,2016,May,5,ARM,ARM\ARM_TER_0301-05182016\STRIPS2_0+1_20160505_055000.flac,STRIPS2_0+1_20160505_055000.flac
ARM,TER,2016-05-05,Brown-headed Cowbird,Molothrus,ater,22,2016,May,5,ARM,ARM\ARM_TER_0301-05182016\STRIPS2_0+1_20160505_055000.flac,STRIPS2_0+1_20160505_055000.flac
ARM,TER,2016-05-05,Dickcissel,Spiza,americana,26,2016,May,5,ARM,ARM\ARM_TER_0301-05182016\STRIPS2_0+1_20160505_055000.flac,STRIPS2_0+1_20160505_055000.flac
ARM,TER,2016-05-05,Killdeer,Charadrius,vociferus,35,2016,May,5,ARM,ARM\ARM_TER_0301-05182016\STRIPS2_0+1_20160505_055000.flac,STRIPS2_0+1_20160505_055000.flac
ARM,TER,2016-05-05,Savannah Sparrow,Passerculus,sandwichensis,46,2016,May,5,ARM,ARM\ARM_TER_0301-05182016\STRIPS2_0+1_20160505_055000.flac,STRIPS2_0+1_20160505_055000.flac
ARM,TER,2016-05-13,American Robin,Turdus,migratorius,5,2016,May,13,ARM,ARM\ARM_TER_0301-05182016\STRIPS2_0+1_20160513_054100.flac,STRIPS2_0+1_20160513_054100.flac
ARM,TER,2016-05-13,Grasshopper Sparrow,Ammodramus,savannarum,5,2016,May,13,ARM,ARM\ARM_TER_0301-05182016\STRIPS2_0+1_20160513_054100.flac,STRIPS2_0+1_20160513_054100.flac
ARM,TER,2016-05-13,Mourning Dove,Zenaida,macroura,5,2016,May,13,ARM,ARM\ARM_TER_0301-05182016\STRIPS2_0+1_20160513_054100.flac,STRIPS2_0+1_20160513_054100.flac
ARM,TER,2016-05-13,Red-winged Blackbird,Agelaius,phoeniceus,5,2016,May,13,ARM,ARM\ARM_TER_0301-05182016\STRIPS2_0+1_20160513_054100.flac,STRIPS2_0+1_20160513_054100.flac
ARM,TER,2016-05-13,Dickcissel,Spiza,americana,5,2016,May,13,ARM,ARM\ARM_TER_0301-05182016\STRIPS2_0+1_20160513_054100.flac,STRIPS2_0+1_20160513_054100.flac
ARM,TER,2016-05-13,Ring-necked Pheasant,Phasianus,colchicus,5,2016,May,13,ARM,ARM\ARM_TER_0301-05182016\STRIPS2_0+1_20160513_054100.flac,STRIPS2_0+1_20160513_054100.flac
ARM,TER,2016-05-13,Killdeer,Charadrius,vociferus,8,2016,May,13,ARM,ARM\ARM_TER_0301-05182016\STRIPS2_0+1_20160513_054100.flac,STRIPS2_0+1_20160513_054100.flac
ARM,TER,2016-05-13,Western Meadowlark,Sturnella,neglecta,15,2016,May,13,ARM,ARM\ARM_TER_0301-05182016\STRIPS2_0+1_20160513_054100.flac,STRIPS2_0+1_20160513_054100.flac
ARM,TER,2016-05-13,Horned Lark,Eremophila,alpestris,15,2016,May,13,ARM,ARM\ARM_TER_0301-05182016\STRIPS2_0+1_20160513_054100.flac,STRIPS2_0+1_20160513_054100.flac
ARM,TER,2016-05-13,Brown-headed Cowbird,Molothrus,ater,22,2016,May,13,ARM,ARM\ARM_TER_0301-05182016\STRIPS2_0+1_20160513_054100.flac,STRIPS2_0+1_20160513_054100.flac
ARM,TER,2016-05-21,Dickcissel,Spiza,americana,3,2016,May,21,ARM,ARM\ARM_TER_0519-07142016\STRIPS2_0+1_20160521_053300.flac,STRIPS2_0+1_20160521_053300.flac
ARM,TER,2016-05-21,American Robin,Turdus,migratorius,3,2016,May,21,ARM,ARM\ARM_TER_0519-07142016\STRIPS2_0+1_20160521_053300.flac,STRIPS2_0+1_20160521_053300.flac
ARM,TER,2016-05-21,Ring-necked Pheasant,Phasianus,colchicus,3,2016,May,21,ARM,ARM\ARM_TER_0519-07142016\STRIPS2_0+1_20160521_053300.flac,STRIPS2_0+1_20160521_053300.flac
ARM,TER,2016-05-21,Mourning Dove,Zenaida,macroura,3,2016,May,21,ARM,ARM\ARM_TER_0519-07142016\STRIPS2_0+1_20160521_053300.flac,STRIPS2_0+1_20160521_053300.flac
ARM,TER,2016-05-21,Grasshopper Sparrow,Ammodramus,savannarum,3,2016,May,21,ARM,ARM\ARM_TER_0519-07142016\STRIPS2_0+1_20160521_053300.flac,STRIPS2_0+1_20160521_053300.flac
ARM,TER,2016-05-21,Common Yellowthroat,Geothlypis,trichas,3,2016,May,21,ARM,ARM\ARM_TER_0519-07142016\STRIPS2_0+1_20160521_053300.flac,STRIPS2_0+1_20160521_053300.flac
ARM,TER,2016-05-21,Red-winged Blackbird,Agelaius,phoeniceus,3,2016,May,21,ARM,ARM\ARM_TER_0519-07142016\STRIPS2_0+1_20160521_053300.flac,STRIPS2_0+1_20160521_053300.flac
ARM,TER,2016-05-21,Western Meadowlark,Sturnella,neglecta,6,2016,May,21,ARM,ARM\ARM_TER_0519-07142016\STRIPS2_0+1_20160521_053300.flac,STRIPS2_0+1_20160521_053300.flac
ARM,TER,2016-05-21,Killdeer,Charadrius,vociferus,6,2016,May,21,ARM,ARM\ARM_TER_0519-07142016\STRIPS2_0+1_20160521_053300.flac,STRIPS2_0+1_20160521_053300.flac
ARM,TER,2016-05-21,Horned Lark,Eremophila,alpestris,12,2016,May,21,ARM,ARM\ARM_TER_0519-07142016\STRIPS2_0+1_20160521_053300.flac,STRIPS2_0+1_20160521_053300.flac
ARM,TER,2016-05-21,Blue Jay,Cyanocitta,cristata,12,2016,May,21,ARM,ARM\ARM_TER_0519-07142016\STRIPS2_0+1_20160521_053300.flac,STRIPS2_0+1_20160521_053300.flac
ARM,TER,2016-05-21,Sedge Wren,Cistothorus,platensis,28,2016,May,21,ARM,ARM\ARM_TER_0519-07142016\STRIPS2_0+1_20160521_053300.flac,STRIPS2_0+1_20160521_053300.flac
ARM,TER,2016-05-22,American Robin,Turdus,migratorius,4,2016,May,22,ARM,ARM\ARM_TER_0519-07142016\STRIPS2_0+1_20160522_053200.flac,STRIPS2_0+1_20160522_053200.flac
ARM,TER,2016-05-22,Red-winged Blackbird,Agelaius,phoeniceus,4,2016,May,22,ARM,ARM\ARM_TER_0519-07142016\STRIPS2_0+1_20160522_053200.flac,STRIPS2_0+1_20160522_053200.flac
ARM,TER,2016-05-22,Western Meadowlark,Sturnella,neglecta,4,2016,May,22,ARM,ARM\ARM_TER_0519-07142016\STRIPS2_0+1_20160522_053200.flac,STRIPS2_0+1_20160522_053200.flac
ARM,TER,2016-05-22,Mourning Dove,Zenaida,macroura,4,2016,May,22,ARM,ARM\ARM_TER_0519-07142016\STRIPS2_0+1_20160522_053200.flac,STRIPS2_0+1_20160522_053200.flac
ARM,TER,2016-05-22,Horned Lark,Eremophila,alpestris,4,2016,May,22,ARM,ARM\ARM_TER_0519-07142016\STRIPS2_0+1_20160522_053200.flac,STRIPS2_0+1_20160522_053200.flac
ARM,TER,2016-05-22,Ring-necked Pheasant,Phasianus,colchicus,4,2016,May,22,ARM,ARM\ARM_TER_0519-07142016\STRIPS2_0+1_20160522_053200.flac,STRIPS2_0+1_20160522_053200.flac
ARM,TER,2016-05-22,Killdeer,Charadrius,vociferus,9,2016,May,22,ARM,ARM\ARM_TER_0519-07142016\STRIPS2_0+1_20160522_053200.flac,STRIPS2_0+1_20160522_053200.flac
ARM,TER,2016-05-22,Northern Bobwhite,Colinus,virginianus,13,2016,May,22,ARM,ARM\ARM_TER_0519-07142016\STRIPS2_0+1_20160522_053200.flac,STRIPS2_0+1_20160522_053200.flac
ARM,TER,2016-05-22,Brown-headed Cowbird,Molothrus,ater,34,2016,May,22,ARM,ARM\ARM_TER_0519-07142016\STRIPS2_0+1_20160522_053200.flac,STRIPS2_0+1_20160522_053200.flac
ARM,TER,2016-05-22,Unknown Bird,,,44,2016,May,22,ARM,ARM\ARM_TER_0519-07142016\STRIPS2_0+1_20160522_053200.flac,STRIPS2_0+1_20160522_053200.flac
ARM,TER,2016-06-04,Western Meadowlark,Sturnella,neglecta,1,2016,Jun,4,ARM,ARM\ARM_TER_0519-07142016\STRIPS2_0+1_20160604_052500.flac,STRIPS2_0+1_20160604_052500.flac
ARM,TER,2016-06-04,Grasshopper Sparrow,Ammodramus,savannarum,1,2016,Jun,4,ARM,ARM\ARM_TER_0519-07142016\STRIPS2_0+1_20160604_052500.flac,STRIPS2_0+1_20160604_052500.flac
ARM,TER,2016-06-04,American Robin,Turdus,migratorius,1,2016,Jun,4,ARM,ARM\ARM_TER_0519-07142016\STRIPS2_0+1_20160604_052500.flac,STRIPS2_0+1_20160604_052500.flac
